"zkrBudovy";"cisloMistnosti";"katedra";"pracoviste";"typCiselne";"typ";"kapacita";"spolecnyFond";"provozOd";"provozDo";"poznamka";"plocha";"vyskaMistnosti";"dvereCislo";"podlazi";"obec";"ulice";"cisloPopisne";"adresaBudovy";"serial";"urlMistnost";"urlBudova";"identifikatorMistnost";"identifikatorBudova"
"EX";"bazen1";"KTS";"Katedra tìlovýchovy a sportu";"8";"Jiná";"25";"ne";"1.1.1990";"";"";"";"";"";"0";"Pardubice";"x";"";"x, Pardubice";"";"";"";"";""
"EX";"squash";"KTS";"Katedra tìlovýchovy a sportu";"8";"Jiná";"15";"ne";"1.1.1990";"";"";"";"";"";"0";"Pardubice";"x";"";"x, Pardubice";"";"";"";"";""
"ZD";"29";"FZS";"Fakulta zdravotnických studií";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"15.0";"";"";"1";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZD";"020402032";""
"ZD";"30";"FZS";"Fakulta zdravotnických studií";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"17.0";"";"";"1";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZD";"020402036";""
"EX";"ENDO";"FZS";"Fakulta zdravotnických studií";"9";"Kanceláø";"2";"ne";"27.4.2005";"";"";"";"";"";"1";"Pardubice";"x";"";"x, Pardubice";"";"";"";"";""
"HB";"B4042";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"19.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004042";""
"RA";"U1";"FR";"Fakulta restaurování";"2";"Uèebna";"20";"ne";"1.1.2005";"";"";"36.0";"";"";"2";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RA";"070102018";""
"HB";"B4043";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"19.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004043";""
"CC";"DTP";"KPF";"Katedra polygrafie a fotofyziky";"5";"Laboratoø";"10";"ne";"1.1.1990";"";"";"37.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050101026";""
"RA";"U2";"FR";"Fakulta restaurování";"2";"Uèebna";"20";"ne";"1.1.2005";"";"";"42.0";"";"";"2";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RA";"070102017";""
"RA";"U3";"FR";"Fakulta restaurování";"2";"Uèebna";"14";"ne";"1.1.2005";"";"";"34.0";"";"";"2";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RA";"070102016";""
"RA";"U4";"FR";"Fakulta restaurování";"2";"Uèebna";"8";"ne";"1.1.2005";"";"";"20.0";"";"";"2";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RA";"070102015";""
"RA";"U5";"FR";"Fakulta restaurování";"2";"Uèebna";"6";"ne";"1.1.2005";"";"";"15.0";"";"";"2";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RA";"070102012";""
"CC";"02013";"KANT";"Katedra anorganické technologie";"9";"Kanceláø";"1";"ne";"1.1.2000";"";"";"17.0";"";"";"2";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050102013";""
"CC";"02014";"KANT";"Katedra anorganické technologie";"9";"Kanceláø";"1";"ne";"1.1.2000";"";"";"18.0";"";"";"2";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050102014";""
"ZD";"31";"FZS";"Fakulta zdravotnických studií";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"16.0";"";"";"1";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZD";"020402038";""
"CC";"02015";"KANT";"Katedra anorganické technologie";"9";"Kanceláø";"1";"ne";"1.1.2000";"";"";"37.0";"";"";"2";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050102015";""
"ZD";"33";"FZS";"Fakulta zdravotnických studií";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"18.0";"";"";"1";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZD";"020402044";""
"CC";"108";"KPF";"Katedra polygrafie a fotofyziky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"17.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050101012";""
"CC";"109";"KPF";"Katedra polygrafie a fotofyziky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"18.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050101011";""
"CC";"121";"KPF";"Katedra polygrafie a fotofyziky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"17.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050101055";""
"CC";"123";"KPF";"Katedra polygrafie a fotofyziky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"15.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050101054";""
"CC";"124";"KPF";"Katedra polygrafie a fotofyziky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"10.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050101034";""
"CC";"126";"KPF";"Katedra polygrafie a fotofyziky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"13.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050101049";""
"CC";"130";"KPF";"Katedra polygrafie a fotofyziky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"14.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050101047";""
"CC";"127";"KPF";"Katedra polygrafie a fotofyziky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"13.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050101048";""
"EA";"01025";"FF";"Fakulta filozofická";"2";"Uèebna";"30";"ne";"1.1.1990";"";"";"50.0";"";"";"1";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030901025";""
"EA";"01037";"FF";"Fakulta filozofická";"2";"Uèebna";"36";"ne";"1.1.1990";"";"";"51.0";"";"";"1";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030901037";""
"EA";"01038";"FF";"Fakulta filozofická";"2";"Uèebna";"60";"ne";"1.1.1990";"";"";"75.0";"";"";"1";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030901038";""
"EA";"02022";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"18";"ne";"1.1.1990";"";"";"23.0";"";"";"2";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030902022";""
"EA";"02023";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"40";"ne";"1.1.1990";"";"";"50.0";"";"";"2";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030902023";""
"EA";"02024";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"42";"ne";"1.1.1990";"";"";"51.0";"";"";"2";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030902024";""
"EA";"02025";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"18";"ne";"1.1.1990";"";"";"25.0";"";"";"2";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030902025";""
"EA";"02026";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"42";"ne";"1.1.1990";"";"";"51.0";"";"";"2";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030902026";""
"EA";"02028";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"42";"ne";"1.1.1990";"";"";"49.0";"";"";"2";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030902028";""
"EA";"02030";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"40";"ne";"1.1.1990";"";"";"51.0";"";"";"2";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030902030";""
"EA";"02031";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"40";"ne";"1.1.1990";"";"";"50.0";"";"";"2";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030902031";""
"EA";"02032";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"54";"ne";"1.1.1990";"";"";"72.0";"";"";"2";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030902032";""
"EA";"03023";"USII";"Ústav systémového inženýrství a informatiky";"3";"Uèebna poèítaèová";"20";"ne";"1.1.1990";"";"";"50.0";"";"";"3";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030903023";""
"EA";"03024";"USII";"Ústav systémového inženýrství a informatiky";"2";"Uèebna";"25";"ne";"1.1.1990";"";"";"49.0";"";"";"3";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030903024";""
"EA";"03026";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"40";"ne";"1.1.1990";"";"";"52.0";"";"";"3";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030903026";""
"EA";"03029";"USII";"Ústav systémového inženýrství a informatiky";"3";"Uèebna poèítaèová";"20";"ne";"1.1.1990";"";"";"50.0";"";"";"3";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030903029";""
"EA";"03030";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"40";"ne";"1.1.1990";"";"";"51.0";"";"";"3";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030903030";""
"EA";"03032";"USII";"Ústav systémového inženýrství a informatiky";"3";"Uèebna poèítaèová";"20";"ne";"1.1.1990";"";"";"52.0";"";"";"3";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030903032";""
"EA";"03033";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"18";"ne";"1.12.2004";"";"";"23.0";"";"";"3";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030903033";""
"EA";"04023";"USII";"Ústav systémového inženýrství a informatiky";"3";"Uèebna poèítaèová";"20";"ne";"1.1.1990";"";"";"50.0";"";"";"4";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030904023";""
"EA";"04024";"USII";"Ústav systémového inženýrství a informatiky";"3";"Uèebna poèítaèová";"20";"ne";"1.1.1990";"";"";"51.0";"";"";"4";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030904024";""
"EA";"04025";"USII";"Ústav systémového inženýrství a informatiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"26.0";"";"";"4";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030904025";""
"EA";"04030";"USII";"Ústav systémového inženýrství a informatiky";"3";"Uèebna poèítaèová";"20";"ne";"1.1.1990";"";"";"50.0";"";"";"4";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030904030";""
"EA";"04031";"USII";"Ústav systémového inženýrství a informatiky";"3";"Uèebna poèítaèová";"20";"ne";"1.1.1990";"";"";"51.0";"";"";"4";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030904031";""
"EA";"04032";"USII";"Ústav systémového inženýrství a informatiky";"3";"Uèebna poèítaèová";"20";"ne";"1.1.1990";"";"";"49.0";"";"";"4";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030904032";""
"EA";"04033";"USII";"Ústav systémového inženýrství a informatiky";"3";"Uèebna poèítaèová";"20";"ne";"1.1.1990";"";"";"52.0";"";"";"4";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030904033";""
"EA";"05022";"USII";"Ústav systémového inženýrství a informatiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"23.0";"";"";"5";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030905022";""
"EA";"05023";"USII";"Ústav systémového inženýrství a informatiky";"8";"Jiná";"10";"ne";"1.1.1990";"";"";"26.0";"";"";"5";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030905023";""
"EA";"05024";"USII";"Ústav systémového inženýrství a informatiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"23.0";"";"";"5";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030905024";""
"EA";"05025";"USII";"Ústav systémového inženýrství a informatiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"26.0";"";"";"5";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030905025";""
"EA";"05026";"USII";"Ústav systémového inženýrství a informatiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"24.0";"";"";"5";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030905026";""
"EA";"05027";"USII";"Ústav systémového inženýrství a informatiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"26.0";"";"";"5";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030905027";""
"EA";"05036";"USII";"Ústav systémového inženýrství a informatiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"25.0";"";"";"5";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030905036";""
"EA";"05038";"USII";"Ústav systémového inženýrství a informatiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"25.0";"";"";"5";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030905038";""
"EA";"05040";"USII";"Ústav systémového inženýrství a informatiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"23.0";"";"";"5";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030905040";""
"EA";"06024";"UAFM";"Ústav aplikované fyziky a matematiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"24.0";"";"";"6";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030906024";""
"EA";"06026";"UAFM";"Ústav aplikované fyziky a matematiky";"5";"Laboratoø";"16";"ne";"1.1.1990";"";"";"25.0";"";"";"6";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030906026";""
"EA";"06027";"UAFM";"Ústav aplikované fyziky a matematiky";"5";"Laboratoø";"16";"ne";"1.1.1990";"";"";"26.0";"";"";"6";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030906027";""
"EA";"06028";"UAFM";"Ústav aplikované fyziky a matematiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"14.0";"";"";"6";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030906028";""
"EA";"06034";"UAFM";"Ústav aplikované fyziky a matematiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"26.0";"";"";"6";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030906034";""
"EA";"06035";"UAFM";"Ústav aplikované fyziky a matematiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"24.0";"";"";"6";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030906035";""
"EA";"06036";"UAFM";"Ústav aplikované fyziky a matematiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"26.0";"";"";"6";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030906036";""
"EA";"06038";"UAFM";"Ústav aplikované fyziky a matematiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"24.0";"";"";"6";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030906038";""
"EA";"06039";"UAFM";"Ústav aplikované fyziky a matematiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"23.0";"";"";"6";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030906039";""
"EA";"06040";"UAFM";"Ústav aplikované fyziky a matematiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"25.0";"";"";"6";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030906040";""
"EA";"06041";"UAFM";"Ústav aplikované fyziky a matematiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"26.0";"";"";"6";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030906041";""
"EA";"08022";"UMKM";"Ústav matematiky a kvantitativních metod";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"23.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908022";""
"EA";"08023";"UMKM";"Ústav matematiky a kvantitativních metod";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"26.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908023";""
"EA";"08024";"UMKM";"Ústav matematiky a kvantitativních metod";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"24.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908024";""
"EA";"08025";"UMKM";"Ústav matematiky a kvantitativních metod";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"27.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908025";""
"EA";"08026";"UMKM";"Ústav matematiky a kvantitativních metod";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"24.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908026";""
"EA";"08027";"USSV";"Ústav správních a sociálních vìd";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"26.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908027";""
"EA";"08028";"USSV";"Ústav správních a sociálních vìd";"8";"Jiná";"15";"ne";"1.1.1990";"";"";"22.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908028";""
"EA";"08029";"USSV";"Ústav správních a sociálních vìd";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"27.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908029";""
"EA";"08030";"USSV";"Ústav správních a sociálních vìd";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"25.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908030";""
"EA";"08031";"USSV";"Ústav správních a sociálních vìd";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"23.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908031";""
"EA";"08032";"USSV";"Ústav správních a sociálních vìd";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"23.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908032";""
"EA";"08034";"USSV";"Ústav správních a sociálních vìd";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"25.0";"";"";"8";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030908034";""
"CC";"02034";"KANT";"Katedra anorganické technologie";"9";"Kanceláø";"1";"ne";"1.1.2000";"";"";"17.0";"";"";"2";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050102034";""
