"zkrBudovy";"cisloMistnosti";"katedra";"pracoviste";"typCiselne";"typ";"kapacita";"spolecnyFond";"provozOd";"provozDo";"poznamka";"plocha";"vyskaMistnosti";"dvereCislo";"podlazi";"obec";"ulice";"cisloPopisne";"adresaBudovy";"serial";"urlMistnost";"urlBudova";"identifikatorMistnost";"identifikatorBudova"
"DC";"05039";"KTRD";"Katedra technologie a øízení dopravy";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"415";"11.0";"";"";"4";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032005039";""
"DC";"05042";"KTRD";"Katedra technologie a øízení dopravy";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"416";"27.0";"";"";"4";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032005042";""
"DC";"06003";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"500";"17.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006003";""
"DC";"06006";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"501";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006006";""
"DC";"06007";"KMMCS";"Katedra mechaniky, materiálù a èástí strojù";"8";"Jiná";"15";"ne";"1.1.1990";"";"502";"39.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006007";""
"DC";"06009";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"503";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006009";""
"DC";"06011";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"504";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006011";""
"DC";"06014";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"505";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006014";""
"DC";"06016";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"506";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006016";""
"DC";"06019";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"507";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006019";""
"DC";"06021";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"508";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006021";""
"DC";"06024";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"509";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006024";""
"DC";"06026";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"510";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006026";""
"DC";"06029";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"511";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006029";""
"DC";"06031";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"512";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006031";""
"DC";"06034";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"513";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006034";""
"DC";"06036";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"514";"13.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006036";""
"DC";"06039";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"515";"11.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006039";""
"DC";"06043";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"516";"31.0";"";"";"5";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032006043";""
"DC";"07003";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"600";"17.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007003";""
"DC";"07007";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"8";"Jiná";"15";"ne";"1.1.1990";"";"602";"39.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007007";""
"DC";"07009";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"603";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007009";""
"DC";"07011";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"604";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007011";""
"DC";"07014";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"605";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007014";""
"DC";"07016";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"606";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007016";""
"DC";"07019";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"607";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007019";""
"DC";"07021";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"608";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007021";""
"DC";"07024";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"609";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007024";""
"DC";"07026";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"610";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007026";""
"DC";"07029";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"611";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007029";""
"DC";"07031";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"612";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007031";""
"DC";"07034";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"613";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007034";""
"DC";"07036";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"614";"13.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007036";""
"DC";"07039";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"615";"11.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007039";""
"DC";"07042";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"616";"27.0";"";"";"6";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032007042";""
"DC";"08003";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"700";"17.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008003";""
"DC";"08006";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"701";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008006";""
"DC";"08007";"KID";"Katedra informatiky v dopravì";"8";"Jiná";"15";"ne";"1.1.1990";"";"702";"39.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008007";""
"DC";"08009";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"703";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008009";""
"DC";"08011";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"704";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008011";""
"DD";"01017";"KMMCS";"Katedra mechaniky, materiálù a èástí strojù";"5";"Laboratoø";"10";"ne";"1.7.2013";"";"";"29.0";"";"";"1";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DD";"051801017";""
"DD";"01007";"DFJ";"Dopravní fakulta Jana Pernera";"8";"Jiná";"1";"ne";"1.7.2013";"";"";"12.0";"";"";"1";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DD";"051801007";""
"DC";"08014";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"705";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008014";""
"DC";"08016";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"706";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008016";""
"DC";"08019";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"707";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008019";""
"DC";"08021";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"708";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008021";""
"DC";"08024";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"709";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008024";""
"DC";"08026";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"710";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008026";""
"DC";"01012";"DFJ";"Dopravní fakulta Jana Pernera";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"47.0";"";"";"0";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032001012";""
"EA";"14012";"FF";"Fakulta filozofická";"2";"Uèebna";"25";"ne";"1.1.1990";"";"";"30.0";"";"";"14";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030914012";""
"DC";"01010";"KEEZ";"Katedra elektrotechniky, elektroniky a zabezpeèovací techniky v dopravì";"5";"Laboratoø";"6";"ne";"1.1.1990";"";"";"33.0";"";"";"0";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032001010";""
"DB";"B4";"REK";"Univerzita Pardubice";"2";"Uèebna";"60";"ano";"1.1.1990";"";"";"90.0";"";"";"2";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DB";"032102003";""
"DB";"B5";"REK";"Univerzita Pardubice";"2";"Uèebna";"60";"ano";"1.1.1990";"";"";"81.0";"";"";"2";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DB";"032102002";""
"UO";"FVZHKV";"FZS";"Fakulta zdravotnických studií";"1";"Posluchárna";"70";"ne";"1.1.2009";"";"";"";"";"";"1";"Hradec Králové";"Tøebešská";" 1575";"Tøebešská,1575, Hradec Králové";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UO";"";""
"UO";"FVZHKM";"FZS";"Fakulta zdravotnických studií";"1";"Posluchárna";"35";"ne";"1.1.2009";"";"";"";"";"";"1";"Hradec Králové";"Tøebešská";" 1575";"Tøebešská,1575, Hradec Králové";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UO";"";""
"UO";"FVZHK5";"FZS";"Fakulta zdravotnických studií";"2";"Uèebna";"15";"ne";"1.1.2009";"";"";"";"";"";"5";"Hradec Králové";"Tøebešská";" 1575";"Tøebešská,1575, Hradec Králové";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UO";"";""
"HB";"B3039";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"3";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033003039";""
"HC";"E5012";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"12.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105012";""
"HC";"E5013";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"12.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105013";""
"HC";"E5014";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"12.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105014";""
"HC";"E5015";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"12.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105015";""
"HC";"E5019";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"12.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105019";""
"HC";"E5020";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105020";""
"HC";"E5021";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105021";""
"HC";"F5029";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105029";""
"HC";"F5031";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"12.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105031";""
"HC";"F5036";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"12.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105036";""
"HC";"F5037";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"12.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105037";""
"HC";"F5038";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"12.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105038";""
"HC";"F5039";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"5";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033105039";""
"HB";"A4010";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004010";""
"HB";"A4011";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004011";""
"HB";"A4016";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"12.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004016";""
"HB";"B4030";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"8.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004030";""
"HB";"B4035";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004035";""
"HB";"B4036";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004036";""
"HB";"B4037";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004037";""
"HB";"B4038";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004038";""
"HB";"C4059";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004059";""
"HB";"C4060";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004060";""
"HB";"D4074";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004074";""
"HB";"D4075";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004075";""
"HB";"D4076";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"12.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004076";""
"HB";"D4080";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004080";""
"HB";"D4081";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004081";""
"HB";"D4082";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004082";""
"HB";"D4083";"FCH";"Fakulta chemicko-technologická";"9";"Kanceláø";"1";"ne";"1.1.2009";"";"";"13.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004083";""
